Accident_Index,Police_Force,Did_Police_Officer_Attend_Scene_of_Accident
2016010002363,1,1
2016010002365,1,1
2016010002366,1,1
2016010002367,1,1
2016010002368,1,1
2016010002370,1,1
2016010002371,1,1
2016010002372,1,1
2016010002373,1,1
2016010002374,1,1
2016010002375,1,1
2016010002376,1,1
2016010002377,1,1
2016010002379,1,1
2016010002383,1,1
2016010002385,1,1
2016010002386,1,1
2016010002387,1,1
2016010002388,1,1
2016010002390,1,1
2016010002391,1,1
2016010002392,1,1
2016010002393,1,1
2016010002396,1,1
2016010002397,1,1
2016010002399,1,1
2016010002400,1,1
2016010002401,1,1
2016010002402,1,1
2016010002403,1,1
2016010002404,1,1
2016010002407,1,1
2016010002408,1,1
2016010002409,1,1
2016010002410,1,1
2016010002411,1,1
2016010002414,1,1
2016010002415,1,1
2016010002416,1,1
2016010002417,1,1
2016010002418,1,1
2016010002420,1,1
2016010002421,1,1
2016010002422,1,1
2016010002423,1,1
2016010002424,1,1
2016010002425,1,1
2016010002427,1,1
2016010002428,1,1
2016010002430,1,1
2016010002434,1,1
2016010002436,1,1
2016010002439,1,1
2016010002442,1,1
2016010002443,1,1
2016010002446,1,1
2016010002448,1,1
2016010002449,1,1
2016010002450,1,3
2016010002453,1,1
2016010002455,1,1
2016010002456,1,1
2016010002459,1,1
2016010002460,1,1
2016010002463,1,1
2016010002465,1,1
2016010002466,1,1
2016010002467,1,1
2016010002468,1,1
2016010002469,1,1
2016010002470,1,1
2016010002471,1,1
2016010002473,1,1
2016010002474,1,1
2016010002475,1,1
2016010002476,1,1
2016010002477,1,1
2016010002478,1,1
2016010002480,1,1
2016010002481,1,1
2016010002483,1,1
2016010002484,1,1
2016010002486,1,1
2016010002488,1,1
2016010002489,1,1
2016010002491,1,1
2016010002492,1,1
2016010002493,1,1
2016010002494,1,1
2016010002495,1,1
2016010002496,1,1
2016010002497,1,1
2016010002499,1,1
2016010002500,1,1
2016010002501,1,1
2016010002502,1,1
2016010002503,1,1
2016010002504,1,1
2016010002505,1,1
2016010002508,1,3
2016010002509,1,1
2016010002512,1,1
2016010002518,1,1
2016010002519,1,1
2016010002521,1,3
2016010002522,1,1
2016010002535,1,3
2016010002536,1,3
2016010002538,1,1
2016010002540,1,1
2016010002541,1,1
2016010002544,1,1
2016010002546,1,3
2016010002547,1,3
2016010002550,1,3
2016010002551,1,3
2016010002554,1,1
2016010002556,1,1
2016010002557,1,1
2016010002561,1,1
2016010002565,1,1
2016010002566,1,1
2016010002568,1,1
2016010002570,1,1
2016010002572,1,1
2016010002573,1,3
2016010002575,1,1
2016010002577,1,1
2016010002578,1,1
2016010002580,1,1
2016010002581,1,1
2016010002582,1,1
2016010002584,1,1
2016010002585,1,1
2016010002587,1,1
2016010002590,1,1
2016010002593,1,1
2016010002594,1,3
2016010002595,1,3
2016010002596,1,1
2016010002597,1,1
2016010002598,1,1
2016010002599,1,1
2016010002603,1,1
2016010002612,1,1
2016010002618,1,1
2016010002621,1,1
2016010002624,1,1
2016010002625,1,1
2016010002626,1,1
2016010002627,1,1
2016010002628,1,1
2016010002629,1,1
2016010002630,1,1
2016010002631,1,1
2016010002632,1,1
2016010002633,1,1
2016010002634,1,1
2016010002635,1,1
2016010002636,1,1
2016010002637,1,1
2016010002638,1,1
2016010002639,1,1
2016010002640,1,1
2016010002641,1,1
2016010002643,1,1
2016010002644,1,1
2016010002645,1,1
2016010002646,1,1
2016010002647,1,1
2016010002649,1,1
2016010002651,1,1
2016010002652,1,1
2016010002653,1,1
2016010002656,1,1
2016010002657,1,1
2016010002658,1,1
2016010002659,1,1
2016010002660,1,1
2016010002661,1,1
2016010002662,1,1
2016010002664,1,1
2016010002665,1,1
2016010002666,1,1
2016010002667,1,1
2016010002668,1,1
2016010002669,1,1
2016010002670,1,1
2016010002671,1,1
2016010002672,1,1
2016010002675,1,1
2016010002677,1,1
2016010002679,1,1
2016010002680,1,1
2016010002685,1,3
2016010002701,1,3
2016010002704,1,1
2016010002717,1,1
2016010002723,1,1
2016010002724,1,3
2016010002725,1,3
2016010002729,1,1
2016010002733,1,1
2016010002745,1,1
2016010002746,1,1
2016010002752,1,1
2016010002757,1,1
2016010002764,1,1
2016010002765,1,1
2016010002767,1,1
2016010002771,1,3
2016010002772,1,1
2016010002773,1,1
2016010002774,1,1
2016010002776,1,1
2016010002780,1,1
2016010002782,1,1
2016010002785,1,1
2016010002786,1,3
2016010002787,1,1
2016010002801,1,1
2016010002814,1,1
2016010002816,1,1
2016010002820,1,1
2016010002824,1,1
2016010002825,1,3
2016010002827,1,1
2016010002828,1,1
2016010002829,1,1
2016010002830,1,1
2016010002834,1,1
2016010002835,1,1
2016010002836,1,1
2016010002837,1,1
2016010002838,1,1
2016010002840,1,1
2016010002842,1,1
2016010002843,1,1
2016010002845,1,1
2016010002846,1,1
2016010002847,1,1
2016010002849,1,1
2016010002850,1,1
2016010002851,1,1
2016010002852,1,1
2016010002853,1,1
2016010002854,1,1
2016010002857,1,1
2016010002858,1,1
2016010002859,1,1
2016010002860,1,1
2016010002861,1,1
2016010002862,1,1
2016010002864,1,1
2016010002865,1,1
2016010002866,1,1
2016010002867,1,1
2016010002868,1,1
2016010002871,1,1
2016010002873,1,1
2016010002874,1,3
2016010002878,1,1
2016010002881,1,1
2016010002889,1,1
2016010002892,1,1
2016010002896,1,1
2016010002904,1,3
2016010002925,1,3
2016010002935,1,3
2016010002948,1,3
2016010002951,1,1
2016010002955,1,1
2016010002956,1,1
2016010002958,1,3
2016010002959,1,1
2016010002965,1,3
2016010002968,1,1
2016010002971,1,1
2016010002972,1,1
2016010002975,1,1
2016010002976,1,1
2016010002977,1,1
2016010002979,1,1
2016010002980,48,1
2016010002981,1,3
2016010002984,1,1
2016010002988,1,1
2016010002991,1,3
2016010002993,1,1
2016010002994,1,3
2016010002996,1,1
2016010002997,1,1
2016010002998,1,1
2016010002999,1,1
2016010003004,1,1
2016010003006,1,3
2016010003007,1,3
2016010003008,1,1
2016010003009,1,1
2016010003010,1,1
2016010003011,1,1
2016010003012,1,1
2016010003013,1,1
2016010003014,1,1
2016010003015,1,1
2016010003017,1,1
2016010003019,1,1
2016010003020,1,1
2016010003022,1,1
2016010003023,1,1
2016010003024,1,1
2016010003025,1,1
2016010003026,1,1
2016010003027,1,1
2016010003029,1,1
2016010003030,1,1
2016010003031,1,1
2016010003032,1,1
2016010003034,1,1
2016010003035,1,1
2016010003036,1,1
2016010003037,1,1
2016010003039,1,1
2016010003040,1,1
2016010003041,1,1
2016010003042,1,1
2016010003044,1,1
2016010003045,1,1
2016010003046,1,1
2016010003048,1,1
2016010003049,1,1
2016010003050,1,1
2016010003051,1,1
2016010003054,1,1
2016010003058,1,1
2016010003059,1,1
2016010003066,1,1
2016010003074,1,3
2016010003076,1,3
2016010003082,1,3
2016010003083,1,3
2016010003099,1,3
2016010003101,1,3
2016010003104,1,3
2016010003108,1,3
2016010003115,1,1
2016010003119,1,1
2016010003120,1,3
2016010003121,1,3
2016010003122,1,3
2016010003126,1,1
2016010003127,1,1
2016010003131,1,1
2016010003132,1,1
2016010003133,1,1
2016010003141,1,3
2016010003142,1,3
2016010003145,1,3
2016010003146,1,3
2016010003150,1,1
2016010003152,1,1
2016010003157,1,1
2016010003158,1,1
2016010003159,1,1
2016010003160,1,1
2016010003167,1,1
2016010003171,1,1
2016010003172,1,1
2016010003173,1,1
2016010003175,1,1
2016010003177,1,1
2016010003180,1,1
2016010003181,1,1
2016010003183,1,1
2016010003190,1,1
2016010003200,1,1
2016010003206,1,3
2016010003209,1,1
2016010003218,1,3
2016010003220,1,1
2016010003221,1,1
2016010003223,1,1
2016010003224,1,3
2016010003225,1,1
2016010003227,1,1
2016010003228,1,1
2016010003229,1,1
2016010003230,1,1
2016010003231,1,1
2016010003232,1,1
2016010003233,1,1
2016010003234,1,1
2016010003235,1,1
2016010003236,1,1
2016010003237,1,1
2016010003238,1,1
2016010003239,1,1
2016010003240,1,1
2016010003242,1,1
2016010003243,1,1
2016010003245,1,1
2016010003246,1,1
2016010003247,1,1
2016010003248,1,1
2016010003249,1,1
2016010003250,1,3
2016010003252,1,1
2016010003253,1,1
2016010003254,1,1
2016010003256,1,1
2016010003257,1,1
2016010003259,1,1
2016010003260,1,1
2016010003261,1,1
2016010003262,1,1
2016010003263,1,1
2016010003264,1,1
2016010003266,1,1
2016010003267,1,1
2016010003270,1,1
2016010003273,1,1
2016010003274,1,1
2016010003275,1,1
2016010003276,1,1
2016010003277,1,1
2016010003279,1,1
2016010003281,1,1
2016010003285,1,1
2016010003287,1,1
2016010003288,1,3
2016010003289,1,1
2016010003290,1,3
2016010003291,1,1
2016010003293,1,1
2016010003296,1,1
2016010003297,1,1
2016010003306,1,3
2016010003311,1,3
2016010003318,1,3
2016010003330,1,3
2016010003333,1,3
2016010003334,1,3
2016010003338,1,3
2016010003339,1,3
2016010003340,1,3
2016010003344,1,1
2016010003345,1,3
2016010003351,1,1
2016010003352,1,3
2016010003354,1,1
2016010003356,1,1
2016010003357,1,1
2016010003360,1,1
2016010003361,1,3
2016010003363,1,1
2016010003364,1,1
2016010003366,1,1
2016010003369,1,3
2016010003370,1,1
2016010003374,1,1
2016010003375,1,1
2016010003376,1,1
2016010003377,1,3
2016010003378,1,1
2016010003380,1,1
2016010003381,1,1
2016010003383,1,3
2016010003389,1,3
2016010003390,1,1
2016010003392,1,3
2016010003394,1,1
2016010003395,1,1
2016010003396,1,1
2016010003397,1,1
2016010003398,1,1
2016010003400,1,1
2016010003401,1,1
2016010003406,1,1
2016010003407,1,1
2016010003408,1,1
2016010003412,1,1
2016010003414,1,1
2016010003416,1,1
2016010003419,1,1
2016010003420,1,1
2016010003425,1,1
2016010003426,1,1
2016010003427,1,1
2016010003431,1,3
2016010003432,1,1
2016010003438,1,1
2016010003439,1,1
2016010003441,1,3
2016010003444,1,1
2016010003445,1,3
2016010003447,1,3
2016010003449,1,1
2016010003452,1,1
2016010003453,1,3
2016010003454,1,1
2016010003455,1,1
2016010003456,1,1
2016010003457,1,1
2016010003459,1,1
2016010003460,1,1
2016010003461,1,1
2016010003462,1,1
2016010003463,1,1
2016010003464,1,1
2016010003465,1,1
2016010003466,1,1
2016010003467,1,1
2016010003468,1,1
2016010003469,1,1
2016010003470,1,1
2016010003472,1,1
2016010003473,1,1
2016010003474,1,1
2016010003475,1,1
2016010003476,1,1
2016010003477,1,1
2016010003478,1,1
2016010003479,1,1
2016010003481,1,1
2016010003482,1,1
2016010003483,1,1
2016010003484,1,1
2016010003485,1,1
2016010003486,1,1
2016010003487,1,1
2016010003489,1,1
2016010003491,1,1
2016010003495,1,1
2016010003496,1,1
2016010003497,1,1
2016010003498,1,1
2016010003499,1,1
2016010003500,1,1
2016010003501,1,1
2016010003503,1,3
2016010003505,1,1
2016010003507,1,1
2016010003509,1,1
2016010003511,1,1
2016010003514,1,1
2016010003516,1,1
2016010003518,1,1
2016010003519,1,1
2016010003521,1,1
2016010003522,1,1
2016010003524,1,1
2016010003525,1,1
2016010003526,1,1
2016010003527,1,1
2016010003529,1,1
2016010003530,1,1
2016010003531,1,1
2016010003533,1,3
2016010003534,1,1
2016010003536,1,1
2016010003537,1,1
2016010003539,1,1
2016010003540,1,1
2016010003541,1,1
2016010003542,1,1
2016010003543,1,1
2016010003544,1,1
2016010003545,1,1
2016010003546,1,1
2016010003547,1,1
2016010003548,1,1
2016010003549,1,1
2016010003550,1,3
2016010003551,1,1
2016010003552,1,1
2016010003553,1,1
2016010003554,1,1
2016010003555,1,1
2016010003556,1,1
2016010003557,1,1
2016010003558,1,1
2016010003559,1,1
2016010003560,1,1
2016010003561,1,1
2016010003562,1,1
2016010003563,1,1
2016010003565,1,1
2016010003566,1,1
2016010003567,1,1
2016010003568,1,1
2016010003569,1,1
2016010003571,1,1
2016010003573,1,1
2016010003574,1,1
2016010003575,1,1
2016010003576,1,1
2016010003577,1,1
2016010003578,1,1
2016010003581,1,1
2016010003582,1,1
2016010003584,1,1
2016010003586,1,1
2016010003588,1,1
2016010003590,1,1
2016010003591,1,1
2016010003592,1,1
2016010003594,1,1
2016010003596,1,1
2016010003597,1,1
2016010003598,1,1
2016010003599,1,1
2016010003600,1,1
2016010003601,1,1
2016010003602,1,1
2016010003604,1,1
2016010003605,1,1
2016010003606,1,1
2016010003609,1,1
2016010003612,1,1
2016010003614,1,1
2016010003615,1,1
2016010003616,1,1
2016010003617,1,1
2016010003618,1,1
2016010003619,1,1
2016010003620,1,3
2016010003621,1,1
2016010003623,1,1
2016010003624,1,1
2016010003625,1,1
2016010003626,1,1
2016010003628,1,1
2016010003629,1,1
2016010003630,1,1
2016010003631,1,1
2016010003633,1,1
2016010003635,1,1
2016010003636,1,1
2016010003638,1,1
2016010003639,1,1
2016010003641,1,1
2016010003642,1,1
2016010003643,1,1
2016010003644,1,1
2016010003645,1,1
2016010003646,1,1
2016010003647,1,1
2016010003648,1,1
2016010003649,1,1
2016010003650,1,1
2016010003651,1,1
2016010003652,1,1
2016010003653,1,1
2016010003654,1,1
2016010003655,1,1
2016010003657,1,1
2016010003659,1,1
2016010003660,1,1
2016010003661,1,1
2016010003662,1,1
2016010003663,1,1
2016010003664,1,1
2016010003666,1,1
2016010003674,1,3
2016010003676,1,1
2016010003685,1,3
2016010003688,1,3
2016010003691,1,3
2016010003692,1,3
2016010003693,1,1
2016010003695,1,3
2016010003698,1,3
2016010003701,1,1
2016010003703,1,3
2016010003704,1,1
2016010003711,1,1
2016010003712,1,3
2016010003717,1,1
2016010003719,1,3
2016010003726,1,1
2016010003728,1,1
2016010003737,1,1
2016010003740,1,1
2016010003742,1,1
2016010003743,1,1
2016010003746,1,1
2016010003747,1,1
2016010003749,1,1
2016010003752,1,3
2016010003753,1,1
2016010003754,1,3
2016010003755,1,1
2016010003757,1,1
2016010003760,1,1
2016010003761,1,3
2016010003762,1,3
2016010003763,1,3
2016010003765,1,1
2016010003766,1,1
2016010003769,1,1
2016010003771,1,3
2016010003773,1,1
2016010003780,1,1
2016010003787,1,3
2016010003789,1,3
2016010003790,1,1
2016010003807,1,1
2016010003808,1,1
2016010003809,1,1
2016010003811,1,1
2016010003812,1,1
2016010003813,1,1
2016010003815,1,1
2016010003816,1,1
2016010003817,1,1
2016010003818,1,1
2016010003819,1,1
2016010003820,1,1
2016010003821,1,1
2016010003822,1,1
2016010003823,1,1
2016010003824,1,1
2016010003825,1,1
2016010003826,1,1
2016010003827,1,1
2016010003829,1,1
2016010003830,1,1
2016010003831,1,1
2016010003833,1,1
2016010003835,1,1
2016010003836,1,1
2016010003838,1,1
2016010003839,1,1
2016010003840,1,1
2016010003841,1,1
2016010003842,1,1
2016010003843,1,1
2016010003846,1,1
2016010003847,1,1
2016010003848,1,1
2016010003849,1,1
2016010003850,1,1
2016010003852,1,3
2016010003853,1,1
2016010003854,1,3
2016010003869,1,3
2016010003873,1,1
2016010003878,1,3
2016010003885,1,3
2016010003889,1,3
2016010003890,1,3
2016010003891,1,1
2016010003892,1,1
2016010003895,1,3
2016010003900,1,1
2016010003904,1,1
2016010003908,1,3
2016010003910,1,1
2016010003915,1,1
2016010003919,1,3
2016010003920,1,1
2016010003921,1,1
2016010003923,1,1
2016010003924,1,1
2016010003927,1,1
2016010003928,1,1
2016010003930,1,1
2016010003931,1,3
2016010003932,1,1
2016010003934,1,3
2016010003936,1,1
2016010003940,1,1
2016010003942,1,1
2016010003943,1,1
2016010003944,1,1
2016010003947,1,1
2016010003951,1,1
2016010003957,1,1
2016010003962,1,1
2016010003964,1,1
2016010003965,1,1
2016010003968,1,1
2016010003970,1,3
2016010003971,1,3
2016010003972,1,1
2016010003975,1,3
2016010003979,1,1
2016010003980,1,3
2016010003983,1,1
2016010003984,1,1
2016010003986,1,3
2016010003988,1,1
2016010003992,1,1
2016010003995,1,1
2016010003996,1,1
2016010003997,1,1
2016010003998,1,1
2016010004001,1,3
2016010004002,1,1
2016010004007,1,1
2016010004008,1,1
2016010004010,1,1
2016010004012,1,1
2016010004016,1,1
2016010004017,1,1
2016010004019,1,1
2016010004020,1,1
2016010004021,1,1
2016010004022,1,1
2016010004023,1,1
2016010004024,1,3
2016010004025,1,1
2016010004026,1,1
2016010004027,1,1
2016010004028,1,1
2016010004030,1,1
2016010004031,1,1
2016010004032,1,1
2016010004033,1,1
2016010004034,1,3
2016010004037,1,1
2016010004038,1,1
2016010004039,1,1
2016010004040,1,1
2016010004042,1,1
2016010004043,1,1
2016010004044,1,1
2016010004045,1,1
2016010004046,1,1
2016010004047,1,1
2016010004048,1,1
2016010004049,1,1
2016010004052,1,1
2016010004053,1,1
2016010004056,1,1
2016010004057,1,1
2016010004058,1,1
2016010004059,1,1
2016010004061,1,1
2016010004063,1,1
2016010004064,1,1
2016010004070,1,1
2016010004085,1,3
2016010004086,1,1
2016010004103,1,1
2016010004113,1,3
2016010004118,1,3
2016010004126,1,3
2016010004132,1,1
2016010004141,1,3
2016010004142,1,1
2016010004151,1,3
2016010004153,1,1
2016010004156,1,1
2016010004160,1,1
2016010004161,1,1
2016010004166,1,3
2016010004168,1,1
2016010004170,1,1
2016010004172,1,1
2016010004174,1,1
2016010004175,1,3
2016010004177,1,1
2016010004178,1,1
2016010004180,1,1
2016010004181,1,1
2016010004184,1,3
2016010004185,1,3
2016010004188,1,1
2016010004194,1,3
2016010004197,1,1
2016010004198,1,1
2016010004199,1,3
2016010004201,1,3
2016010004202,1,1
2016010004203,1,1
2016010004206,1,1
2016010004208,1,1
2016010004209,1,1
2016010004213,1,1
2016010004215,1,1
2016010004216,1,1
2016010004218,1,3
2016010004220,1,3
2016010004225,1,1
2016010004226,1,3
2016010004227,1,1
2016010004229,1,1
2016010004231,1,1
2016010004236,1,3
2016010004238,1,1
2016010004240,1,3
2016010004244,1,1
2016010004249,1,1
2016010004253,1,1
2016010004259,1,1
2016010004266,1,1
2016010004267,1,1
2016010004269,1,1
2016010004270,1,1
2016010004271,1,1
2016010004272,1,1
2016010004273,1,1
2016010004275,1,1
2016010004276,1,1
2016010004277,1,1
2016010004278,1,1
2016010004279,1,1
2016010004280,1,1
2016010004281,1,1
2016010004282,1,1
2016010004283,1,1
2016010004284,1,1
2016010004286,1,1
2016010004287,1,1
2016010004288,1,1
2016010004290,1,1
2016010004291,1,1
2016010004292,1,1
2016010004293,1,1
2016010004294,1,1
2016010004295,1,1
2016010004296,1,1
2016010004298,1,1
2016010004299,1,1
2016010004300,1,1
2016010004301,1,1
2016010004302,1,1
2016010004305,1,1
2016010004306,1,1
2016010004307,1,1
2016010004309,1,1
2016010004310,1,1
2016010004312,1,1
2016010004313,1,1
2016010004315,1,1
2016010004316,1,1
2016010004318,1,1
2016010004319,1,1
2016010004322,1,1
2016010004324,1,1
2016010004326,1,1
2016010004327,1,3
2016010004328,1,3
2016010004334,1,1
2016010004345,1,3
2016010004351,1,3
2016010004355,1,3
2016010004357,1,3
2016010004358,1,1
2016010004366,1,1
2016010004368,1,1
2016010004369,1,1
2016010004370,1,3
2016010004374,1,1
2016010004375,1,3
2016010004379,1,1
2016010004381,1,3
2016010004388,1,1
2016010004392,1,3
2016010004394,1,1
2016010004395,1,1
2016010004401,1,1
2016010004409,1,1
2016010004410,1,1
2016010004411,1,1
2016010004413,1,1
2016010004416,1,1
2016010004418,1,3
2016010004423,1,1
2016010004424,1,1
2016010004425,1,1
2016010004426,1,1
2016010004428,1,1
2016010004429,1,3
2016010004431,1,3
2016010004436,1,1
2016010004440,1,1
2016010004444,1,1
2016010004448,1,1
2016010004450,1,1
2016010004453,1,1
2016010004457,1,1
2016010004458,1,1
2016010004459,1,3
2016010004461,1,1
2016010004462,1,3
2016010004472,1,3
2016010004476,1,3
2016010004478,1,1
2016010004479,1,3
2016010004480,1,1
2016010004482,1,1
2016010004483,1,1
2016010004484,1,1
2016010004485,1,1
2016010004486,1,1
2016010004487,1,1
2016010004488,1,1
2016010004489,1,1
2016010004490,1,1
2016010004491,1,1
2016010004492,1,1
2016010004493,1,1
2016010004494,1,1
2016010004495,1,1
2016010004496,1,1
2016010004497,1,1
2016010004498,1,1
2016010004499,1,1
2016010004501,1,1
2016010004502,1,1
2016010004503,1,1
2016010004504,1,1
2016010004505,1,1
2016010004506,1,1
2016010004507,1,1
2016010004508,1,1
2016010004509,1,1
2016010004510,1,1
2016010004511,1,1
2016010004512,1,1
2016010004514,1,1
2016010004515,1,1
2016010004516,1,1
2016010004518,1,1
2016010004519,1,1
2016010004520,1,1
2016010004521,1,1
2016010004522,1,1
2016010004523,1,1
2016010004524,1,1
2016010004526,1,1
2016010004527,1,1
2016010004528,1,1
2016010004529,1,1
2016010004530,1,1
2016010004532,1,1
2016010004533,1,1
2016010004534,1,1
2016010004535,1,1
2016010004536,1,1
2016010004538,1,1
2016010004540,1,1
2016010004541,1,1
2016010004543,1,1
2016010004548,1,1
2016010004549,1,3
2016010004556,1,3
2016010004566,1,1
2016010004567,1,3
2016010004575,1,3
2016010004579,1,3
2016010004580,1,3
2016010004581,1,3
2016010004591,1,3
2016010004611,1,3
2016010004615,1,3
2016010004619,1,3
2016010004620,1,3
2016010004622,1,3
2016010004625,1,3
2016010004626,1,1
2016010004628,1,3
2016010004635,1,1
2016010004638,1,3
2016010004639,1,1
2016010004640,1,1
2016010004647,1,3
2016010004648,1,3
2016010004649,1,1
2016010004652,1,1
2016010004654,1,1
2016010004655,1,1
2016010004656,1,1
2016010004657,1,1
2016010004658,1,1
2016010004659,1,3
2016010004660,1,3
2016010004665,1,1
2016010004667,1,1
2016010004671,1,3
2016010004674,1,1
2016010004677,1,1
2016010004683,1,3
2016010004684,1,3
2016010004685,1,1
2016010004687,1,1
2016010004690,1,1
2016010004695,1,3
2016010004698,1,3
2016010004699,1,3
2016010004700,1,3
2016010004705,1,1
2016010004706,1,1
2016010004707,1,1
2016010004708,1,1
2016010004710,1,1
2016010004713,1,1
2016010004714,1,1
2016010004715,1,1
2016010004716,1,1
2016010004718,1,1
2016010004719,1,1
